pncp,orgao,assinatura,valor_global,duracao_dias,categoria,capital_social,idade_forn_anos,porte,simples,situacao_ativa,consorcio,razao_capital_valor,n_contratos_forn_dataset,n_termos_12m,rescindido_12m,acrescimo_12m,prazo_12m,label_adverso_12m,label_v1_sem_horizonte
00509968000148-2-004915/2024,TST,2024-09-02,1350.0,395,Compras,200000,7.53,MICRO EMPRESA,1,1,0,148.148148,7,0,0,0.0,0,0,0
00509968000148-2-004916/2024,TST,2024-09-01,8070.0,30,Compras,177617,2.08,EMPRESA DE PEQUENO PORTE,1,1,0,22.009542,2,0,0,0.0,0,0,0
00509968000148-2-004917/2024,TST,2024-09-04,16983.0,30,Compras,178667,3.98,EMPRESA DE PEQUENO PORTE,1,1,0,10.520344,1,0,0,0.0,0,0,0
00509968000148-2-004918/2024,TST,2024-09-02,42823.0,30,Compras,100000,3.81,EMPRESA DE PEQUENO PORTE,1,1,0,2.335194,22,0,0,0.0,0,0,0
00509968000148-2-004928/2024,TST,2024-11-26,97499.7,729,Serviços,30000,3.89,MICRO EMPRESA,1,1,0,0.307693,1,1,1,0.0,0,1,1
00509968000148-2-004929/2024,TST,2024-12-20,35604.0,365,Serviços,247585140,20.09,DEMAIS,,1,0,6953.857432,30,0,0,0.0,0,0,0
00509968000148-2-004934/2024,TST,2024-12-30,27560.0,1826,Serviços,7945812500,53.35,DEMAIS,,1,0,288309.597242,2,0,0,0.0,0,0,1
00509968000148-2-004935/2024,TST,2025-01-07,59880.0,180,Compras,20000,8.93,MICRO EMPRESA,1,1,0,0.334001,1,0,0,0.0,0,0,0
00509968000148-2-004936/2024,TST,2024-12-30,78336.42,270,Serviços de Engenharia,250000,3.01,EMPRESA DE PEQUENO PORTE,,1,0,3.191364,8,0,0,0.0,0,0,0
00509968000148-2-004937/2024,TST,2024-12-19,99502.02,729,Serviços,100000,14.4,DEMAIS,,1,0,1.005005,7,0,0,0.0,0,0,0
00509968000148-2-004938/2024,TST,2024-12-17,18444.4,730,Mão de Obra,1570000,9.75,EMPRESA DE PEQUENO PORTE,0,1,0,85.120687,1,0,0,0.0,0,0,0
00509968000148-2-000014/2025,TST,2025-01-08,28000.0,356,Serviços,22773432,8.51,DEMAIS,0,0,0,813.336857,4,0,0,0.0,0,0,0
00509968000148-2-004976/2024,TST,2024-12-26,54960.0,547,Serviços,58724000,27.15,DEMAIS,,1,0,1068.486172,6,0,0,0.0,0,0,0
00509968000148-2-000065/2025,TST,2025-01-16,274416.6,1826,Compras,150000,5.49,EMPRESA DE PEQUENO PORTE,1,1,0,0.546614,1,0,0,0.0,0,0,0
00509968000148-2-004923/2024,TST,2024-12-10,155000.0,181,Compras,34867700,10.06,DEMAIS,,1,0,224.952903,3,0,0,0.0,0,0,0
00509968000148-2-004924/2024,TST,2024-12-20,2110000.0,3652,Serviços,641779900,58.3,DEMAIS,,1,0,304.16109,1,0,0,0.0,0,0,0
00509968000148-2-000006/2025,TST,2025-01-06,151219.0,364,Compras,600000,23.28,EMPRESA DE PEQUENO PORTE,0,1,0,3.967755,3,1,0,0.0,365,0,0
00509968000148-2-004950/2024,TST,2024-12-26,211000.0,48,Serviços de Engenharia,100000,5.29,MICRO EMPRESA,1,1,0,0.473934,2,0,0,0.0,0,0,0
00509968000148-2-000007/2025,TST,2025-01-08,22050.0,357,Compras,50000,1.71,MICRO EMPRESA,0,1,0,2.267574,1,1,0,0.0,0,0,0
00509968000148-2-004951/2024,TST,2024-03-05,1620.0,45,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509968000148-2-004952/2024,TST,2024-03-05,1620.0,45,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509968000148-2-004953/2024,TST,2024-04-05,1188.0,14,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509968000148-2-004954/2024,TST,2024-04-09,1650.0,17,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509968000148-2-004955/2024,TST,2024-06-11,1584.0,10,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509968000148-2-004966/2024,TST,2024-10-15,990.0,38,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509968000148-2-004967/2024,TST,2024-10-15,890.0,38,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509968000148-2-004968/2024,TST,2024-10-15,100.0,38,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509968000148-2-000015/2025,TST,2025-01-08,1800.0,29,Serviços,10000,16.79,MICRO EMPRESA,1,1,0,5.555556,1,0,0,0.0,0,0,0
00509968000148-2-004993/2024,TST,2024-10-29,2542.05,365,Informática (TIC),1786196100,57.33,DEMAIS,,1,0,702659.703782,59,2,0,0.0,364,0,0
00509968000148-2-004994/2024,TST,2024-12-27,124289.76,120,Compras,1200000,47.19,DEMAIS,,1,0,9.654858,8,0,0,0.0,0,0,0
00509968000148-2-004995/2024,TST,2024-12-23,15769.98,8,Compras,100000,0.33,MICRO EMPRESA,1,1,0,6.341162,1,0,0,0.0,0,0,0
00509968000148-2-004996/2024,TST,2024-12-27,0,1826,Serviços,0,33.04,DEMAIS,,1,0,,9,0,0,0,0,0,0
00509968000148-2-000021/2025,TST,2025-01-10,23037.6,364,Serviços,105000,17.35,EMPRESA DE PEQUENO PORTE,1,1,0,4.557766,1,0,0,0.0,0,0,1
00509968000148-2-004997/2024,TST,2025-01-08,425137.69,360,Serviços de Engenharia,500000,3.06,MICRO EMPRESA,0,1,0,1.17609,30,0,0,0.0,0,0,0
00509968000148-2-000027/2025,TST,2025-01-08,870.0,357,Compras,88000,11.87,EMPRESA DE PEQUENO PORTE,1,1,0,101.149425,24,0,0,0.0,0,0,0
00509968000148-2-005009/2024,TST,2024-12-10,23239.74,1826,Serviços,8553230300,58.36,DEMAIS,,1,0,368043.287059,8,0,0,0.0,0,0,0
00509968000148-2-005010/2024,TST,2024-12-16,54376.03,1826,Serviços,8553230300,58.38,DEMAIS,,1,0,157297.807508,8,0,0,0.0,0,0,0
00509968000148-2-005011/2024,TST,2024-12-18,119474.92,1826,Serviços,8553230300,58.38,DEMAIS,,1,0,71590.173904,8,0,0,0.0,0,0,0
00509968000148-2-005012/2024,TST,2024-12-16,313942.77,1826,Serviços,8553230300,58.38,DEMAIS,,1,0,27244.552566,8,0,0,0.0,0,0,0
00509968000148-2-005013/2024,TST,2024-12-16,57750.01,1826,Serviços,8553230300,58.38,DEMAIS,,1,0,148107.858336,8,0,0,0.0,0,0,0
00509968000148-2-005014/2024,TST,2024-12-16,99119.84,1826,Serviços,8553230300,58.38,DEMAIS,,1,0,86291.808986,8,0,0,0.0,0,0,0
00509968000148-2-000057/2025,TST,2025-01-15,1140.0,350,Serviços,40000,6.17,DEMAIS,0,1,0,35.087719,28,0,0,0.0,0,0,0
00509968000148-2-000058/2025,TST,2025-01-15,4914.0,350,Serviços,200000,17.31,MICRO EMPRESA,0,1,0,40.700041,63,0,0,0.0,0,0,0
00509968000148-2-000066/2025,TST,2025-01-08,14000.0,357,Serviços,30000,0.18,MICRO EMPRESA,1,1,0,2.142857,1,0,0,0.0,0,0,0
00509968000148-2-000069/2025,TST,2025-01-16,928933.2,911,Serviços,300000,25.94,DEMAIS,0,1,0,0.322951,1,1,0,0.0,0,0,0
00509968000148-2-000074/2025,TST,2025-01-09,32489.0,356,Compras,800000,15.64,EMPRESA DE PEQUENO PORTE,,1,0,24.623719,1,0,0,0.0,0,0,0
00509968000148-2-002516/2023,TST,2023-12-13,44749.4,365,Compras,8000,1.41,EMPRESA DE PEQUENO PORTE,1,1,0,0.178773,7,0,0,0.0,0,0,0
00509968000148-2-000075/2025,TST,2025-01-17,0.01,1858,Serviços,8300000000,55.43,DEMAIS,,1,0,830000000000.0,2,0,0,0.0,0,0,0
00509968000148-2-000077/2025,TST,2025-01-17,11434.0,729,Compras,0,35.12,EMPRESA DE PEQUENO PORTE,1,1,0,,2,0,0,0.0,0,0,0
00509968000148-2-000079/2025,TST,2025-01-17,1127000.0,730,Serviços,120000,2.0,MICRO EMPRESA,1,1,0,0.106477,2,0,0,0.0,0,0,0
00509968000148-2-005023/2024,TST,2024-01-18,22950.0,1826,Serviços,20000,7.06,MICRO EMPRESA,1,1,0,0.87146,2,0,0,0.0,0,0,1
00509968000148-2-000080/2025,TST,2025-01-17,8475.0,348,Compras,1000000,23.35,DEMAIS,0,1,0,117.9941,45,0,0,0.0,0,0,0
00509968000148-2-000083/2025,TST,2025-01-20,59600.0,729,Serviços,100000,1.82,MICRO EMPRESA,1,1,0,1.677852,1,1,1,0.0,0,1,1
00509968000148-2-005027/2024,TST,2025-01-14,12701.0,365,Serviços,500000,13.58,EMPRESA DE PEQUENO PORTE,1,1,0,39.366979,13,0,0,0.0,0,0,0
00509968000148-2-005028/2024,TST,2024-11-28,40121.71,90,Serviços de Engenharia,7450000,22.02,DEMAIS,,1,0,185.685007,11,1,0,0.0,0,0,0
00509968000148-2-005029/2024,TST,2025-01-14,215.28,365,Compras,500000,13.58,EMPRESA DE PEQUENO PORTE,1,1,0,2322.55667,13,0,0,0.0,0,0,0
00509968000148-2-005030/2024,TST,2025-01-17,6250.0,365,Serviços,20000,1.15,MICRO EMPRESA,1,1,0,3.2,4,1,0,0.0,1462,1,1
00509968000148-2-000084/2025,TST,2025-01-21,13380.0,344,Compras,100000,27.76,EMPRESA DE PEQUENO PORTE,1,1,0,7.473842,7,0,0,0.0,0,0,0
00509968000148-2-000085/2025,TST,2025-01-21,309998.0,911,Serviços,750000,35.98,EMPRESA DE PEQUENO PORTE,,1,0,2.41937,2,1,0,0.0733,0,0,0
00509968000148-2-005006/2024,TST,2025-01-08,284542.2,1826,Mão de Obra,33000,7.62,MICRO EMPRESA,1,1,0,0.115976,4,5,0,0.0,0,0,0
00509968000148-2-000012/2025,TST,2025-01-08,86850.0,910,Serviços,80000,23.29,MICRO EMPRESA,1,1,0,0.921128,1,0,0,0.0,0,0,0
00509968000148-2-004969/2024,TST,2024-05-28,1400.0,24,Serviços,0,21.38,DEMAIS,,1,0,,60,0,0,0.0,0,0,0
00509968000148-2-004970/2024,TST,2024-12-18,3195521.04,793,Informática (TIC),0,0.23,DEMAIS,,1,1,,9,1,0,0.0,0,0,0
00509968000148-2-004971/2024,TST,2024-10-31,1320.0,22,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509968000148-2-004972/2024,TST,2024-06-21,11479.9,104,Serviços,10000,20.13,EMPRESA DE PEQUENO PORTE,1,1,0,0.871088,6,0,0,0.0,0,0,0
00509968000148-2-004978/2024,TST,2025-01-09,38280.0,110,Informática (TIC),13000000,3.06,DEMAIS,,1,0,339.602926,3,0,0,0.0,0,0,0
00509968000148-2-004980/2024,TST,2024-07-12,4620.0,49,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509968000148-2-004981/2024,TST,2024-07-12,4620.0,49,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509968000148-2-000032/2025,TST,2025-01-08,28080.0,357,Serviços,100000,13.71,MICRO EMPRESA,1,1,0,3.561254,3,0,0,0.0,0,0,0
00509968000148-2-000033/2025,TST,2025-01-10,27342.0,151,Compras,100000,4.16,EMPRESA DE PEQUENO PORTE,1,1,0,3.657377,22,0,0,0.0,0,0,0
00509968000148-2-005000/2024,TST,2024-12-06,6300.32,121,Serviços,28864060,40.01,DEMAIS,,1,0,4581.364121,61,0,0,0.0,0,0,0
00509968000148-2-005003/2024,TST,2024-03-20,111794.78,365,Serviços de Engenharia,600000,2.77,MICRO EMPRESA,0,1,0,5.366977,3,2,0,0.0,0,0,0
00509968000148-2-005004/2024,TST,2024-07-05,10000.0,55,Serviços,30000,13.52,MICRO EMPRESA,1,1,0,3.0,2,0,0,0.0,0,0,0
00509968000148-2-000036/2025,TST,2024-12-30,0.01,1826,Serviços,0,42.54,DEMAIS,,1,0,,1,0,0,0.0,0,0,0
00509968000148-2-005007/2024,TST,2024-12-18,2800.0,364,Serviços,2530000,52.41,DEMAIS,,1,0,903.571429,31,0,0,0.0,0,0,0
00509968000148-2-000038/2025,TST,2025-01-13,7131.6,352,Compras,15000,29.34,MICRO EMPRESA,1,1,0,2.103315,1,1,0,0.0,0,0,0
00509968000148-2-005008/2024,TST,2024-12-16,95892.13,1826,Serviços,8553230300,58.38,DEMAIS,,1,0,89196.374092,8,0,0,0.0,0,0,0
00509968000148-2-000042/2025,TST,2025-01-08,1600.0,357,Serviços,42084416,52.82,DEMAIS,,1,0,26302.76,25,0,0,0.0,0,0,0
00509968000148-2-000043/2025,TST,2025-01-08,11100.0,357,Serviços,120000,14.12,MICRO EMPRESA,1,1,0,10.810811,1,0,0,0.0,0,0,0
00509968000148-2-000050/2025,TST,2025-01-13,10200.8,352,Compras,100000,5.28,MICRO EMPRESA,1,1,0,9.803153,5,0,0,0.0,0,0,0
00509968000148-2-005017/2024,TST,2024-09-17,800.0,3,Serviços,0,8.76,DEMAIS,,1,0,,17,0,0,0.0,0,0,0
00509968000148-2-000052/2025,TST,2025-01-13,19766.4,351,Compras,100000,1.95,EMPRESA DE PEQUENO PORTE,0,1,0,5.05909,2,0,0,0.0,0,0,0
00509968000148-2-000054/2025,TST,2025-01-15,2480.0,349,Compras,50000,14.34,EMPRESA DE PEQUENO PORTE,1,1,0,20.16129,4,0,0,0.0,0,0,0
00509968000148-2-000055/2025,TST,2025-01-15,1400.0,349,Serviços,50000,14.34,EMPRESA DE PEQUENO PORTE,1,1,0,35.714286,4,0,0,0.0,0,0,0
00509968000148-2-000056/2025,TST,2025-01-15,723.04,349,Serviços,0,50.08,DEMAIS,,1,0,,1,0,0,0.0,0,0,0
00509968000148-2-005020/2024,TST,2025-01-15,2314829.4,1825,Mão de Obra,501000,28.07,EMPRESA DE PEQUENO PORTE,0,1,0,0.216431,1,1,0,0.0,0,0,0
00509968000148-2-002513/2023,TST,2025-01-15,732.0,350,Serviços,200000,17.31,MICRO EMPRESA,0,1,0,273.224044,63,0,0,0.0,0,0,0
00509968000148-2-000059/2025,TST,2025-01-15,901.0,3652,Serviços,0,53.92,DEMAIS,,1,0,,2,0,0,0.0,0,0,0
00509968000148-2-000060/2025,TST,2025-01-08,4800.0,357,Serviços,100000,2.72,MICRO EMPRESA,1,1,0,20.833333,7,0,0,0.0,0,0,0
00509968000148-2-000061/2025,TST,2025-01-08,10800.0,357,Serviços,100000,13.71,MICRO EMPRESA,1,1,0,9.259259,3,0,0,0.0,0,0,0
00509968000148-2-000062/2025,TST,2025-01-15,1170.33,3652,Serviços,59998000,9.98,DEMAIS,,1,0,51265.882273,2,1,0,0.4515,0,1,1
00509968000148-2-000063/2025,TST,2025-01-15,624.0,16,Compras,100000,4.56,MICRO EMPRESA,1,1,0,160.25641,2,0,0,0.0,0,0,0
00509968000148-2-000064/2025,TST,2025-01-15,1799.52,16,Compras,100000,4.56,MICRO EMPRESA,1,1,0,55.570374,2,0,0,0.0,0,0,0
00509968000148-2-000086/2025,TST,2025-01-14,0,423,Serviços de Saúde,20000,3.51,MICRO EMPRESA,1,1,0,,1,0,0,0,0,0,0
00509968000148-2-000090/2025,TST,2025-01-21,18124.8,101,Compras,50000,10.79,MICRO EMPRESA,1,1,0,2.758651,4,0,0,0.0,0,0,0
00509968000148-2-005033/2024,TST,2024-12-19,445500.0,1094,Informática (TIC),1216000,37.83,DEMAIS,,1,0,2.729517,42,0,0,0.0,0,0,0
00509968000148-2-000091/2025,TST,2025-01-21,2893.28,364,Compras,100000,1.0,MICRO EMPRESA,1,1,0,34.562849,2,0,0,0.0,0,0,0
00509968000148-2-000094/2025,TST,2025-01-22,1595.77,343,Compras,210000,5.21,EMPRESA DE PEQUENO PORTE,1,1,0,131.597912,4,0,0,0.0,0,0,0
00509968000148-2-000095/2025,TST,2025-01-15,213761.32,350,Serviços,0,50.09,DEMAIS,,1,0,,5,0,0,0.0,0,0,0
00509968000148-2-005035/2024,TST,2024-12-27,30893.01,270,Serviços de Engenharia,7450000,22.1,DEMAIS,,1,0,241.154876,11,0,0,0.0,0,0,0
00509968000148-2-000103/2025,TST,2025-01-22,0.01,1826,Serviços,0,33.66,DEMAIS,,1,0,,2,0,0,0.0,0,0,0
00509968000148-2-000104/2025,TST,2025-01-22,0.01,1850,Serviços,0,36.41,DEMAIS,,1,0,,1,0,0,0.0,0,0,0
00509968000148-2-000105/2025,TST,2025-01-23,3160.0,29,Compras,50000,13.57,MICRO EMPRESA,1,1,0,15.822785,1,0,0,0.0,0,0,0
00509968000148-2-000106/2025,TST,2025-01-21,1963.5,364,Compras,10000,3.16,EMPRESA DE PEQUENO PORTE,1,1,0,5.092946,7,0,0,0.0,0,0,0
00509968000148-2-000117/2025,TST,2025-01-13,1500.0,352,Serviços,0,21.04,DEMAIS,,1,0,,2,0,0,0.0,0,0,0
00509968000148-2-000118/2025,TST,2025-01-15,950.0,350,Serviços,0,21.05,DEMAIS,,1,0,,2,0,0,0.0,0,0,0
00509968000148-2-000119/2025,TST,2025-01-23,0.01,1852,Serviços,0,23.73,DEMAIS,,1,0,,5,0,0,0.0,0,0,0
00509968000148-2-000121/2025,TST,2025-01-21,4569625.19,1826,Mão de Obra,661000,13.49,DEMAIS,0,1,0,0.144651,2,2,0,0.0,0,0,0
00509968000148-2-000122/2025,TST,2025-01-23,38250.0,1826,Serviços,500000,6.25,EMPRESA DE PEQUENO PORTE,1,1,0,13.071895,2,0,0,0.0,0,0,0
00509968000148-2-000156/2025,TST,2025-01-13,500.0,352,Serviços,772438700,12.94,DEMAIS,,1,0,1544877.4,4,0,0,0.0,0,0,0
00509968000148-2-000157/2025,TST,2025-01-14,1900.0,351,Serviços,28381124,10.67,DEMAIS,,1,0,14937.433684,2,0,0,0.0,0,0,0
00509968000148-2-000158/2025,TST,2025-01-27,7020.0,338,Serviços,88000,8.64,MICRO EMPRESA,1,1,0,12.535613,1,0,0,0.0,0,0,0
00509968000148-2-000159/2025,TST,2025-01-14,3400.0,351,Serviços,19928800,24.37,DEMAIS,,1,0,5861.411765,1,0,0,0.0,0,0,0
00509968000148-2-000160/2025,TST,2025-01-27,100.0,35,Compras,150000,2.14,EMPRESA DE PEQUENO PORTE,0,0,0,1500.0,1,0,0,0.0,0,0,0
00509968000148-2-000161/2025,TST,2025-01-22,0.01,1853,Serviços,0,24.82,DEMAIS,,1,0,,1,0,0,0.0,0,0,0
00509968000148-2-000162/2025,TST,2025-01-13,2000.0,352,Serviços,10808357,24.08,DEMAIS,,1,0,5404.1785,1,0,0,0.0,0,0,0
00509968000148-2-000174/2025,TST,2025-01-24,72030.0,728,Serviços,105717270,48.7,DEMAIS,,1,0,1467.683882,2,1,0,0.0,0,0,0
00509968000148-2-004883/2024,TST,2024-12-20,36465.9,364,Compras,200000,1.98,EMPRESA DE PEQUENO PORTE,0,1,0,5.484576,3,0,0,0.0,0,0,0
00509968000148-2-004900/2024,TST,2024-12-20,26014.86,89,Compras,100000,0.98,EMPRESA DE PEQUENO PORTE,1,1,0,3.843957,10,0,0,0.0,0,0,0
00509968000148-2-004901/2024,TST,2024-12-18,9500.0,365,Compras,70000,35.55,EMPRESA DE PEQUENO PORTE,1,1,0,7.368421,2,0,0,0.0,0,0,0
00509968000148-2-004902/2024,TST,2024-10-22,72075.0,179,Compras,100000,17.06,DEMAIS,0,1,0,1.387444,7,0,0,0.0,0,0,0
00509968000148-2-004903/2024,TST,2024-11-01,11670.0,179,Compras,30000,3.3,EMPRESA DE PEQUENO PORTE,0,1,0,2.570694,8,0,0,0.0,0,0,0
00509968000148-2-004904/2024,TST,2024-10-29,2819.95,179,Compras,400000,1.68,EMPRESA DE PEQUENO PORTE,,1,0,141.846487,6,0,0,0.0,0,0,0
00509968000148-2-004905/2024,TST,2025-01-03,116393.9,355,Serviços,450000,6.81,MICRO EMPRESA,1,1,0,3.866182,1,1,1,0.0,0,1,1
00509968000148-2-004906/2024,TST,2024-08-28,10413.0,295,Compras,500000,24.2,EMPRESA DE PEQUENO PORTE,1,1,0,48.016902,15,0,0,0.0,0,0,0
00509968000148-2-004907/2024,TST,2024-12-04,14715.54,180,Serviços de Engenharia,500000,2.97,MICRO EMPRESA,0,1,0,33.977686,30,0,0,0.0,0,0,0
00509968000148-2-000097/2025,TST,2025-01-21,31182.0,729,Serviços,50000,2.76,MICRO EMPRESA,1,1,0,1.603489,1,0,0,0.0,0,0,0
00509968000148-2-005050/2024,TST,2024-01-30,10500.0,28,Serviços,,,,,0,0,,0,0,0,0.0,0,0,0
00509968000148-2-005057/2024,TST,2024-07-01,9897.0,72,Serviços,1000,6.01,MICRO EMPRESA,1,1,0,0.101041,8,0,0,0.0,0,0,0
00509968000148-2-000067/2025,TST,2025-01-14,834997.8,1826,Serviços,300000,7.17,MICRO EMPRESA,1,1,0,0.359282,3,0,0,0.0,0,0,0
00509968000148-2-000068/2025,TST,2025-01-08,12100.0,357,Serviços,1500000,32.99,DEMAIS,,1,0,123.966942,62,0,0,0.0,0,0,0
00509968000148-2-005021/2024,TST,2025-01-16,1011600.0,730,Compras,3000000,4.48,EMPRESA DE PEQUENO PORTE,0,1,0,2.965599,2,1,1,0.0,0,1,1
00509968000148-2-002514/2023,TST,2025-01-16,420.0,349,Serviços,33000,8.04,MICRO EMPRESA,0,1,0,78.571429,24,0,0,0.0,0,0,0
00509968000148-2-002515/2023,TST,2025-01-16,900.0,349,Serviços,200000,17.31,MICRO EMPRESA,0,1,0,222.222222,63,0,0,0.0,0,0,0
00509968000148-2-000073/2025,TST,2025-01-15,6084.0,350,Serviços,200000,17.31,MICRO EMPRESA,0,1,0,32.87311,63,0,0,0.0,0,0,0
00509968000148-2-005032/2024,TST,2024-12-19,252252.0,1094,Informática (TIC),285000,17.29,DEMAIS,,1,0,1.129823,1,0,0,0.0,0,0,0
00509968000148-2-000102/2025,TST,2025-01-21,3072146.4,89,Serviços,56071418000,12.83,DEMAIS,,1,0,18251.544913,5,0,0,0.0,0,0,0
00509968000148-2-000109/2025,TST,2025-01-17,17790.0,364,Serviços,3423447.2,30.95,DEMAIS,,1,0,192.436605,203,0,0,0.0,0,0,0
00509968000148-2-000110/2025,TST,2025-01-22,3439000.0,1826,Serviços,500000,11.4,EMPRESA DE PEQUENO PORTE,1,1,0,0.145391,2,0,0,0.0,0,0,0
00509968000148-2-000111/2025,TST,2025-01-14,1000.0,351,Serviços,0,36.07,DEMAIS,,1,0,,2,0,0,0.0,0,0,0
00509968000148-2-000112/2025,TST,2025-01-15,280.0,350,Serviços,0,36.07,DEMAIS,,1,0,,2,0,0,0.0,0,0,0
00509968000148-2-000113/2025,TST,2025-01-17,9450.0,365,Serviços,5000,4.09,MICRO EMPRESA,1,1,0,0.529101,1,1,0,0.0,731,1,1
00509968000148-2-000114/2025,TST,2025-01-14,2400.0,351,Serviços,103579864,24.36,DEMAIS,,1,0,43158.276667,1,0,0,0.0,0,0,0
00509968000148-2-000115/2025,TST,2025-01-14,1700.0,351,Serviços,0,9.7,DEMAIS,,1,0,,2,0,0,0.0,0,0,0
00509968000148-2-000116/2025,TST,2025-01-15,600.0,350,Serviços,0,9.7,DEMAIS,,1,0,,2,0,0,0.0,0,0,0
00509968000148-2-005043/2024,TST,2025-01-17,6750.0,365,Serviços,100000,7.63,EMPRESA DE PEQUENO PORTE,1,1,0,14.814815,7,1,0,0.0,731,1,1
00509968000148-2-000123/2025,TST,2025-01-14,2700.0,351,Serviços,10449591,22.51,DEMAIS,,1,0,3870.218889,1,0,0,0.0,0,0,0
00509968000148-2-000124/2025,TST,2025-01-23,2900000.0,1825,Compras,11146667000,26.98,DEMAIS,,1,0,3843.678276,5,0,0,0.0,0,0,0
00509968000148-2-000125/2025,TST,2025-01-13,7100.0,352,Serviços,0,36.89,DEMAIS,,1,0,,2,0,0,0.0,0,0,0
00509968000148-2-005051/2024,TST,2024-03-19,450.0,31,Serviços,10000,13.66,MICRO EMPRESA,1,1,0,22.222222,1,0,0,0.0,0,0,0
00509968000148-2-005058/2024,TST,2024-07-19,4750.0,34,Serviços,1000,6.34,MICRO EMPRESA,1,1,0,0.210526,14,0,0,0.0,0,0,0
00509968000148-2-000141/2025,TST,2025-01-13,9000.0,352,Serviços,0,26.79,DEMAIS,,1,0,,1,0,0,0.0,0,0,0
00509968000148-2-005059/2024,TST,2024-07-19,16000.0,86,Serviços,0,24.69,DEMAIS,,1,0,,52,0,0,0.0,0,0,0
00509968000148-2-000142/2025,TST,2025-01-27,177667.2,730,Informática (TIC),12611489,10.88,DEMAIS,,1,0,70.983778,1,0,0,0.0,0,0,0
00509968000148-2-005060/2024,TST,2025-01-27,4380.0,338,Serviços,70000,19.06,EMPRESA DE PEQUENO PORTE,1,1,0,15.981735,57,0,0,0.0,0,0,0
00509968000148-2-000145/2025,TST,2025-01-21,60636329.84,1826,Serviços,2074068700,55.47,DEMAIS,,1,0,34.20505,4,1,0,0.0,51,0,1
00509968000148-2-005061/2024,TST,2024-12-20,32600.0,7,Serviços,0,32.71,DEMAIS,,1,0,,5,0,0,0.0,0,0,0
00509968000148-2-000146/2025,TST,2025-01-22,281900.0,364,Compras,16000000,54.51,DEMAIS,,1,0,56.757716,43,0,0,0.0,0,0,0
00509968000148-2-000148/2025,TST,2025-01-27,3354.0,338,Compras,100000,12.6,EMPRESA DE PEQUENO PORTE,1,1,0,29.815146,2,0,0,0.0,0,0,0
00509968000148-2-000149/2025,TST,2025-01-27,2297.6,338,Compras,500000,4.13,MICRO EMPRESA,0,1,0,217.618384,4,0,0,0.0,0,0,0
00509968000148-2-000154/2025,TST,2025-01-13,1800.0,352,Serviços,0,23.53,DEMAIS,,1,0,,1,0,0,0.0,0,0,0
00509968000148-2-000155/2025,TST,2025-01-13,40000.0,352,Serviços,772438700,12.94,DEMAIS,,1,0,19310.9675,4,0,0,0.0,0,0,0
00509968000148-2-000168/2025,TST,2025-01-13,1900.0,352,Serviços,0,19.1,DEMAIS,,1,0,,2,0,0,0.0,0,0,0
00509968000148-2-000169/2025,TST,2025-01-15,450.0,350,Serviços,0,19.11,DEMAIS,,1,0,,2,0,0,0.0,0,0,0
00509968000148-2-000179/2025,TST,2025-01-23,26663.46,179,Compras,110000,3.56,MICRO EMPRESA,0,1,0,4.125496,1,0,0,0.0,0,0,0
00509968000148-2-000194/2025,TST,2025-01-30,1272.12,75,Serviços,500000,3.12,MICRO EMPRESA,0,1,0,393.044681,30,0,0,0.0,0,0,0
00509968000148-2-000076/2025,TST,2025-01-17,0.01,1868,Serviços,120000000000,58.46,DEMAIS,0,1,0,12000000000000.0,22,0,0,0.0,0,0,0
00509968000148-2-000082/2025,TST,2025-01-20,0.01,1850,Serviços,0,48.69,DEMAIS,,1,0,,1,0,0,0.0,0,0,0
00509968000148-2-005024/2024,TST,2024-12-30,36000.0,364,Serviços,534716540,19.81,DEMAIS,,1,0,14853.237222,1,0,0,0.0,0,0,0
00509968000148-2-005025/2024,TST,2025-01-20,8014.9,29,Compras,20000,2.7,EMPRESA DE PEQUENO PORTE,0,1,0,2.495352,30,0,0,0.0,0,0,0
00509968000148-2-005026/2024,TST,2024-09-10,0,1826,Cessão,0,49.04,DEMAIS,,1,0,,4,0,0,0,0,0,0
00509968000148-2-000135/2025,TST,2025-01-23,49700.0,1826,Compras,120000,10.1,MICRO EMPRESA,0,1,0,2.414487,3,1,0,0.0,0,0,0
00509968000148-2-000136/2025,TST,2025-01-23,0.01,1838,Serviços,355500600,18.17,DEMAIS,,1,0,35550060000.0,1,0,0,0.0,0,0,0
00509968000148-2-000138/2025,TST,2025-01-24,1588865.6,364,Mão de Obra,4500000,28.83,DEMAIS,,1,0,2.832209,4,3,0,0.0,0,0,1
00509968000148-2-000140/2025,TST,2025-01-24,2000.0,30,Serviços,28864060,40.14,DEMAIS,,1,0,14432.03,61,0,0,0.0,0,0,0
