pncp,orgao,assinatura,valor_global,duracao_dias,categoria,capital_social,idade_forn_anos,porte,simples,situacao_ativa,consorcio,razao_capital_valor,n_contratos_forn_dataset,n_aditivos,rescindido,acrescimo_pct,prazo_extra_dias,label_desfecho_adverso
47784477000179-2-000030/2025,TRF6,2025-07-01,10000000.0,1826,Serviços,3403457800,55.38,DEMAIS,,1,0,340.34578,3,1,0,0.0,0,0
47784477000179-2-000062/2025,TRF6,2025-07-29,2333957.0,62,Compras,2000000,19.8,DEMAIS,0,1,0,0.856914,5,0,0,0.0,0,0
47784477000179-2-000063/2025,TRF6,2025-08-14,544250.0,549,Serviços,0,58.49,DEMAIS,,1,0,,25,0,0,0.0,0,0
47784477000179-2-000064/2025,TRF6,2025-08-13,233000.0,1936,Informática (TIC),679216700,10.28,DEMAIS,,1,0,2915.093133,11,0,0,0.0,0,0
47784477000179-2-000070/2025,TRF6,2025-09-22,2650.0,365,Informática (TIC),70000,1.99,MICRO EMPRESA,1,1,0,26.415094,5,0,0,0.0,0,0
47784477000179-2-000071/2025,TRF6,2025-09-25,14400.0,1826,Serviços,71918640,29.46,DEMAIS,,1,0,4994.35,1,0,0,0.0,0,0
47784477000179-2-000074/2025,TRF6,2025-10-09,126000.0,1096,Informática (TIC),2848000,33.26,DEMAIS,0,1,0,22.603175,2,0,0,0.0,0,0
47784477000179-2-000076/2025,TRF6,2025-09-18,370.0,365,Informática (TIC),400000,1.8,EMPRESA DE PEQUENO PORTE,1,1,0,1081.081081,4,0,0,0.0,0,0
47784477000179-2-000077/2025,TRF6,2025-09-22,2650.0,365,Informática (TIC),70000,1.99,MICRO EMPRESA,1,1,0,26.415094,5,0,0,0.0,0,0
47784477000179-2-000078/2025,TRF6,2025-10-14,74900.0,120,Serviços,100000,12.36,MICRO EMPRESA,1,1,0,1.335113,2,0,0,0.0,0,0
47784477000179-2-000079/2025,TRF6,2025-10-09,126000.0,1096,Informática (TIC),2848000,33.26,DEMAIS,0,1,0,22.603175,2,0,0,0.0,0,0
47784477000179-2-000090/2025,TRF6,2025-11-03,181421.75,120,Serviços,200000,11.41,MICRO EMPRESA,1,1,0,1.102404,6,0,0,0.0,0,0
47784477000179-2-000083/2025,TRF6,2025-10-27,12400.0,250,Serviços de Engenharia,200000,1.5,EMPRESA DE PEQUENO PORTE,0,1,0,16.129032,1,2,0,0.0,150,0
47784477000179-2-000020/2025,TRF6,2025-06-16,5330128.39,2139,Informática (TIC),22836339000,33.15,DEMAIS,,1,0,4284.388166,25,0,0,0.0,0,0
47784477000179-2-000053/2025,TRF6,2025-08-14,544250.0,549,Serviços,0,58.49,DEMAIS,,1,0,,25,0,0,0.0,0,0
47784477000179-2-000075/2025,TRF6,2025-10-14,74900.0,120,Serviços,100000,12.36,MICRO EMPRESA,1,1,0,1.335113,2,0,0,0.0,0,0
47784477000179-2-000091/2025,TRF6,2025-12-02,325830.0,274,Serviços de Engenharia,1000000,12.11,DEMAIS,,1,0,3.069085,2,0,0,0.0,0,0
47784477000179-2-000028/2025,TRF6,2025-07-01,4560.0,365,Serviços,300,12.04,MICRO EMPRESA,1,1,0,0.065789,1,1,0,0.0,365,0
47784477000179-2-000054/2025,TRF6,2025-08-20,63000.0,60,Serviços,2000,7.32,MICRO EMPRESA,1,1,0,0.031746,2,2,0,0.0,425,1
47784477000179-2-000073/2025,TRF6,2025-10-07,19800.0,365,Serviços,100000,2.78,MICRO EMPRESA,1,1,0,5.050505,2,0,0,0.0,0,0
47784477000179-2-000088/2025,TRF6,2025-12-02,1141415.3,1826,Informática (TIC),4198000,3.27,DEMAIS,0,1,0,3.67789,4,0,0,0.0,0,0
47784477000179-2-000089/2025,TRF6,2025-11-29,151145.64,365,Mão de Obra,350000,17.58,EMPRESA DE PEQUENO PORTE,0,1,0,2.315647,7,0,0,0.0,0,0
47784477000179-2-000055/2025,TRF6,2025-07-21,89480.0,1876,Compras,7200708,23.98,DEMAIS,,1,0,80.472821,31,0,0,0.0,0,0
00509018000113-2-000042/2022,TSE,2022-04-27,23300.0,64,Serviços,4300000,31.73,DEMAIS,,1,0,184.549356,2,0,0,0.0,0,0
00509018000113-2-000009/2023,TSE,2023-02-13,48975.45,364,Serviços,841044350,23.69,DEMAIS,,1,0,17172.774319,2,0,0,0.0,0,0
00509018000113-2-000010/2023,TSE,2023-02-14,53838.0,181,Serviços,1000,0.23,MICRO EMPRESA,1,1,0,0.018574,1,0,0,0.0,0,0
00509018000113-2-000011/2023,TSE,2023-02-09,21053.0,181,Serviços,10000,17.87,EMPRESA DE PEQUENO PORTE,1,1,0,0.474992,33,0,0,0.0,0,0
00509018000113-2-000012/2023,TSE,2023-02-14,3291.0,320,Serviços,10000,6.4,MICRO EMPRESA,1,1,0,3.03859,1,0,0,0.0,0,0
00509018000113-2-000013/2023,TSE,2023-02-07,3329.4,364,Serviços,533862750,52.24,DEMAIS,,1,0,160348.035682,11,0,0,0.0,0,0
00509018000113-2-000014/2023,TSE,2023-02-07,803.52,364,Serviços,533862750,52.24,DEMAIS,,1,0,664405.055257,11,0,0,0.0,0,0
00509018000113-2-000015/2023,TSE,2023-02-24,61500.0,914,Serviços,0,50.83,DEMAIS,,1,0,,1,2,0,0.0,1369,1
00509018000113-2-000028/2023,TSE,2023-03-06,1480.0,300,Serviços,400000,9.48,EMPRESA DE PEQUENO PORTE,,1,0,270.27027,13,0,0,0.0,0,0
00509018000113-2-000029/2023,TSE,2023-03-02,1900.0,300,Serviços,200000,1.91,MICRO EMPRESA,1,1,0,105.263158,2,0,0,0.0,0,0
00509018000113-2-000030/2023,TSE,2023-03-02,4500.0,300,Compras,200000,1.91,MICRO EMPRESA,1,1,0,44.444444,2,0,0,0.0,0,0
00509018000113-2-000031/2023,TSE,2023-02-08,1074.12,364,Serviços,533862750,52.25,DEMAIS,,1,0,497023.377276,11,0,0,0.0,0,0
00509018000113-2-000032/2023,TSE,2022-02-08,372.0,364,Serviços,0,42.93,DEMAIS,,1,0,,1,0,0,0.0,0,0
00509018000113-2-000033/2023,TSE,2023-02-08,329.4,364,Serviços,0,19.88,DEMAIS,,1,0,,1,0,0,0.0,0,0
00509018000113-2-000034/2023,TSE,2023-02-14,360.0,364,Serviços,0,17.93,DEMAIS,,1,0,,1,0,0,0.0,0,0
00509018000113-2-000035/2023,TSE,2023-03-02,8000.0,1,Serviços,1000,4.09,MICRO EMPRESA,1,1,0,0.125,1,0,0,0.0,0,0
00509018000113-2-000036/2023,TSE,2023-02-23,1008.0,393,Serviços,0,47.15,DEMAIS,,1,0,,1,0,0,0.0,0,0
00509018000113-2-000037/2023,TSE,2023-03-03,261982.52,122,Serviços,80000,9.61,DEMAIS,,1,0,0.305364,1,0,0,0.0,0,0
00509018000113-2-000048/2022,TSE,2022-12-23,4839.0,364,Serviços,95400,25.67,EMPRESA DE PEQUENO PORTE,1,1,0,19.714817,1,2,0,0.0,1462,1
00509018000113-2-000042/2023,TSE,2023-03-03,1800.0,184,Serviços,,,,,0,0,,0,0,0,0.0,0,0
00509018000113-2-000043/2023,TSE,2023-03-03,1964.0,2,Serviços,0,27.74,DEMAIS,,1,0,,6,0,0,0.0,0,0
00509018000113-2-000055/2023,TSE,2023-03-14,16197.0,3,Serviços,205000,3.73,DEMAIS,,1,0,12.656665,111,0,0,0.0,0,0
00509018000113-2-000049/2022,TSE,2022-12-08,26024.85,112,Compras,200000,1.99,EMPRESA DE PEQUENO PORTE,1,1,0,7.684963,3,0,0,0.0,0,0
00509018000113-2-000050/2022,TSE,2022-02-21,36500.0,365,Serviços,100000,35.39,MICRO EMPRESA,0,1,0,2.739726,1,0,0,0.0,0,0
00509018000113-2-000065/2023,TSE,2023-03-17,7188.0,1827,Informática (TIC),30000,15.49,EMPRESA DE PEQUENO PORTE,0,1,0,4.173623,90,1,0,0.0,0,0
00509018000113-2-000066/2023,TSE,2023-03-21,6000.0,284,Serviços,50000,12.09,EMPRESA DE PEQUENO PORTE,1,1,0,8.333333,1,0,0,0.0,0,0
00509018000113-2-000067/2023,TSE,2023-03-23,11100.0,283,Serviços,205000,3.76,DEMAIS,,1,0,18.468468,111,0,0,0.0,0,0
00509018000113-2-000068/2023,TSE,2023-03-21,4500.0,283,Serviços,205000,3.75,DEMAIS,,1,0,45.555556,111,0,0,0.0,0,0
00509018000113-2-000069/2023,TSE,2023-03-21,34182.0,283,Serviços,205000,3.75,DEMAIS,,1,0,5.997309,111,0,0,0.0,0,0
00509018000113-2-000070/2023,TSE,2023-03-22,14124.0,913,Serviços,400000,9.52,EMPRESA DE PEQUENO PORTE,,1,0,28.320589,13,1,0,0.0,0,0
00509018000113-2-000071/2023,TSE,2023-02-09,2462.4,364,Serviços,0,38.45,DEMAIS,,1,0,,1,0,0,0.0,0,0
00509018000113-2-000072/2023,TSE,2023-02-13,803.52,364,Serviços,533862750,52.26,DEMAIS,,1,0,664405.055257,11,0,0,0.0,0,0
00509018000113-2-000073/2023,TSE,2023-02-13,1447.2,364,Serviços,0,32.98,DEMAIS,,1,0,,1,0,0,0.0,0,0
00509018000113-2-000085/2023,TSE,2023-03-30,11613.0,366,Serviços,150000,11.43,MICRO EMPRESA,1,1,0,12.916559,2,0,0,0.0,0,0
00509018000113-2-000086/2023,TSE,2023-03-28,2970.0,278,Serviços,489146,10.75,DEMAIS,0,1,0,164.695623,5,0,0,0.0,0,0
00509018000113-2-000087/2023,TSE,2023-03-29,6788.0,277,Serviços,20000,8.57,EMPRESA DE PEQUENO PORTE,1,1,0,2.946376,50,0,0,0.0,0,0
00509018000113-2-000088/2023,TSE,2023-03-29,8450.0,277,Serviços,610000,9.87,MICRO EMPRESA,1,1,0,72.189349,46,0,0,0.0,0,0
00509018000113-2-000089/2023,TSE,2023-03-27,19203.5,31,Compras,500000,8.41,EMPRESA DE PEQUENO PORTE,1,1,0,26.03692,1,0,0,0.0,0,0
00509018000113-2-000090/2023,TSE,2023-03-29,1850.6,31,Compras,4000,1.38,MICRO EMPRESA,1,1,0,2.161461,1,0,0,0.0,0,0
00509018000113-2-000108/2023,TSE,2023-04-04,4080.0,270,Serviços,70000,17.24,EMPRESA DE PEQUENO PORTE,1,1,0,17.156863,57,0,0,0.0,0,0
00509018000113-2-000109/2023,TSE,2023-04-04,14000.0,270,Serviços,10500,4.21,MICRO EMPRESA,1,1,0,0.75,2,0,0,0.0,0,0
00509018000113-2-000118/2023,TSE,2023-04-13,520.0,29,Serviços,1000,4.83,MICRO EMPRESA,1,1,0,1.923077,2,0,0,0.0,0,0
00509018000113-2-000036/2022,TSE,2022-12-29,20700.0,365,Serviços,136757950,44.2,DEMAIS,,1,0,6606.664251,5,0,0,0.0,0,0
00509018000113-2-000001/2023,TSE,2023-01-04,46000.13,455,Serviços,200000,9.64,EMPRESA DE PEQUENO PORTE,1,1,0,4.347814,1,0,0,0.0,0,0
00509018000113-2-000044/2022,TSE,2022-09-30,3496.41,31,Compras,200000,6.16,MICRO EMPRESA,0,0,0,57.20153,3,0,0,0.0,0,0
00509018000113-2-000045/2022,TSE,2022-09-30,3028.81,31,Compras,200000,6.16,MICRO EMPRESA,0,0,0,66.032534,3,0,0,0.0,0,0
00509018000113-2-000046/2022,TSE,2022-09-30,7040.19,31,Compras,200000,6.16,MICRO EMPRESA,0,0,0,28.408324,3,0,0,0.0,0,0
00509018000113-2-000006/2023,TSE,2023-02-03,9120.0,364,Serviços,12000,4.07,MICRO EMPRESA,1,1,0,1.315789,21,0,0,0.0,0,0
00509018000113-2-000016/2023,TSE,2023-02-07,1645.32,364,Serviços,0,27.25,DEMAIS,,1,0,,1,0,0,0.0,0,0
00509018000113-2-000017/2023,TSE,2023-02-07,2878.32,364,Serviços,533862750,52.24,DEMAIS,,1,0,185477.205453,11,0,0,0.0,0,0
00509018000113-2-000102/2023,TSE,2023-04-04,3762.0,271,Serviços,50000,32.65,EMPRESA DE PEQUENO PORTE,0,1,0,13.290803,61,0,0,0.0,0,0
00509018000113-2-000110/2023,TSE,2023-03-22,1964.0,63,Serviços,0,27.79,DEMAIS,,1,0,,6,0,0,0.0,0,0
00509018000113-2-000111/2023,TSE,2023-03-24,4269.5,366,Serviços,150000,12.29,EMPRESA DE PEQUENO PORTE,1,1,0,35.13292,2,0,0,0.0,0,0
00509018000113-2-000112/2023,TSE,2023-04-04,619.0,265,Serviços,10000,3.58,EMPRESA DE PEQUENO PORTE,0,1,0,16.155089,2,0,0,0.0,0,0
00509018000113-2-000113/2023,TSE,2023-04-12,96837.18,366,Serviços de Engenharia,700000,17.25,EMPRESA DE PEQUENO PORTE,1,1,0,7.228629,1,0,0,0.0,0,0
00509018000113-2-000114/2023,TSE,2023-04-10,28350.0,17,Compras,30000,0.89,MICRO EMPRESA,1,1,0,1.058201,9,0,0,0.0,0,0
00509018000113-2-000115/2023,TSE,2023-04-05,106589.89,100,Serviços,810000,21.64,MICRO EMPRESA,1,1,0,7.59922,9,1,0,0.0,0,0
00509018000113-2-000116/2023,TSE,2023-03-31,22800.0,1,Serviços,99800,13.55,EMPRESA DE PEQUENO PORTE,1,1,0,4.377193,20,0,0,0.0,0,0
00509018000113-2-000117/2023,TSE,2023-04-10,36000.0,9,Serviços,40000,3.49,MICRO EMPRESA,1,1,0,1.111111,1,0,0,0.0,0,0
00509018000113-2-000120/2023,TSE,2023-04-14,26484.5,261,Serviços,3000,1.06,MICRO EMPRESA,1,1,0,0.113274,2,0,0,0.0,0,0
00509018000113-2-000139/2023,TSE,2023-04-20,250.0,183,Serviços,10000,5.52,EMPRESA DE PEQUENO PORTE,0,1,0,40.0,11,0,0,0.0,0,0
00509018000113-2-000004/2023,TSE,2023-01-27,4050.0,21,Compras,10000,0.37,MICRO EMPRESA,1,1,0,2.469136,1,0,0,0.0,0,0
00509018000113-2-000043/2022,TSE,2022-11-28,17126.43,426,Compras,150000,15.2,DEMAIS,0,1,0,8.758393,2,0,0,0.0,0,0
00509018000113-2-000018/2023,TSE,2023-02-08,120.0,364,Serviços,0,39.95,DEMAIS,,1,0,,1,0,0,0.0,0,0
00509018000113-2-000019/2023,TSE,2023-02-28,4900.0,72,Serviços,100000,0.98,MICRO EMPRESA,1,1,0,20.408163,5,0,0,0.0,0,0
00509018000113-2-000020/2023,TSE,2023-02-14,240.0,364,Serviços,0,45.67,DEMAIS,,1,0,,1,0,0,0.0,0,0
00509018000113-2-000051/2022,TSE,2022-12-29,9628.99,182,Compras,300000,3.11,MICRO EMPRESA,1,1,0,31.155916,2,0,0,0.0,0,0
00509018000113-2-000052/2022,TSE,2022-12-29,10299.02,182,Compras,30000,0.89,MICRO EMPRESA,1,1,0,2.912899,1,0,0,0.0,0,0
00509018000113-2-000103/2023,TSE,2023-03-31,16630.89,731,Serviços,1000000,3.44,MICRO EMPRESA,0,0,0,60.129073,1,0,0,0.0,0,0
00509018000113-2-000104/2023,TSE,2023-04-04,7704.0,2,Serviços,80000,7.97,EMPRESA DE PEQUENO PORTE,1,1,0,10.384216,4,0,0,0.0,0,0
00509018000113-2-000105/2023,TSE,2023-04-03,11658.24,87,Serviços,15000,12.5,DEMAIS,,1,0,1.286644,2,0,0,0.0,0,0
00509018000113-2-000106/2023,TSE,2023-04-04,6070.0,265,Compras,10000,13.09,MICRO EMPRESA,1,1,0,1.647446,1,0,0,0.0,0,0
00509018000113-2-000107/2023,TSE,2023-04-04,26600.0,271,Serviços,108000,10.27,MICRO EMPRESA,1,1,0,4.06015,2,0,0,0.0,0,0
00509018000113-2-000132/2023,TSE,2023-04-17,6183.0,258,Serviços,50000,32.69,EMPRESA DE PEQUENO PORTE,0,1,0,8.086689,61,0,0,0.0,0,0
00509018000113-2-000136/2023,TSE,2023-04-20,25100.0,251,Compras,1000,0.21,MICRO EMPRESA,1,1,0,0.039841,1,0,0,0.0,0,0
00509018000113-2-000168/2023,TSE,2023-05-04,1650.0,241,Serviços,0,18.71,DEMAIS,,1,0,,2,0,0,0.0,0,0
00509018000113-2-000060/2023,TSE,2023-03-21,94966.08,285,Serviços,3423447.2,29.12,DEMAIS,,1,0,36.049158,203,0,0,0.0,0,0
00509018000113-2-000061/2023,TSE,2023-02-13,1779.84,364,Serviços,0,33.46,DEMAIS,,1,0,,1,0,0,0.0,0,0
00509018000113-2-000062/2023,TSE,2023-02-08,1525.2,364,Serviços,533862750,52.25,DEMAIS,,1,0,350028.029111,11,0,0,0.0,0,0
00509018000113-2-000063/2023,TSE,2023-03-21,9955.44,90,Compras,500000,15.5,EMPRESA DE PEQUENO PORTE,0,1,0,50.223797,3,0,0,0.0,0,0
00509018000113-2-000064/2023,TSE,2023-03-22,94966.08,284,Serviços,3423447.2,29.13,DEMAIS,,1,0,36.049158,203,0,0,0.0,0,0
00509018000113-2-000141/2023,TSE,2023-04-14,19900.0,261,Compras,100000,6.23,DEMAIS,0,1,0,5.025126,4,0,0,0.0,0,0
00509018000113-2-000142/2023,TSE,2023-04-17,24791.7,183,Serviços,,,,,0,0,,0,0,0,0.0,0,0
00509018000113-2-000143/2023,TSE,2023-04-28,268.15,247,Serviços,18800,2.75,MICRO EMPRESA,1,1,0,70.110013,3,0,0,0.0,0,0
00509018000113-2-000144/2023,TSE,2023-04-28,10931.0,247,Serviços,10000,1.41,MICRO EMPRESA,1,1,0,0.914829,1,0,0,0.0,0,0
00509018000113-2-000147/2023,TSE,2023-04-27,4400.0,248,Serviços,30000,8.2,MICRO EMPRESA,1,1,0,6.818182,43,0,0,0.0,0,0
00509018000113-2-000148/2023,TSE,2023-05-02,1600.0,184,Serviços,0,48.19,DEMAIS,,1,0,,53,0,0,0.0,0,0
00509018000113-2-000149/2023,TSE,2023-04-28,1987.7,92,Compras,120000,2.71,MICRO EMPRESA,1,1,0,60.371283,3,0,0,0.0,0,0
00509018000113-2-000188/2023,TSE,2023-05-09,2875.0,19,Serviços,150000,19.93,EMPRESA DE PEQUENO PORTE,1,1,0,52.173913,1,0,0,0.0,0,0
00509018000113-2-000220/2023,TSE,2023-05-18,12400.0,227,Serviços,30000,15.66,EMPRESA DE PEQUENO PORTE,0,1,0,2.419355,90,0,0,0.0,0,0
00509018000113-2-000177/2023,TSE,2023-04-04,6620.04,730,Serviços,30000,40.19,MICRO EMPRESA,0,1,0,4.531695,1,3,0,0.0,730,1
00509018000113-2-000178/2023,TSE,2023-05-03,16800.0,1,Serviços,30000,6.67,MICRO EMPRESA,1,1,0,1.785714,6,0,0,0.0,0,0
00509018000113-2-000179/2023,TSE,2023-05-05,26850.0,1,Serviços,150000,7.85,MICRO EMPRESA,0,1,0,5.586592,5,0,0,0.0,0,0
00509018000113-2-000180/2023,TSE,2023-05-05,3840.0,16,Serviços,0,23.48,DEMAIS,,1,0,,52,0,0,0.0,0,0
00509018000113-2-000183/2023,TSE,2023-05-09,3290.0,236,Serviços,50000,32.75,EMPRESA DE PEQUENO PORTE,0,1,0,15.197568,61,0,0,0.0,0,0
00509018000113-2-000184/2023,TSE,2023-05-03,59899.97,122,Obras,50000,15.14,MICRO EMPRESA,1,1,0,0.834725,2,0,0,0.0,0,0
00509018000113-2-000185/2023,TSE,2023-05-02,2550.0,243,Compras,150000,2.65,MICRO EMPRESA,1,1,0,58.823529,3,0,0,0.0,0,0
00509018000113-2-000186/2023,TSE,2023-05-08,12078.72,365,Serviços,247585140,18.47,DEMAIS,,1,0,20497.630544,30,0,0,0.0,0,0
00509018000113-2-000187/2023,TSE,2023-05-10,4070.25,31,Compras,130000,1.59,DEMAIS,0,1,0,31.93907,1,0,0,0.0,0,0
00509018000113-2-000189/2023,TSE,2023-05-10,1318.69,91,Compras,100000,56.65,EMPRESA DE PEQUENO PORTE,0,1,0,75.832834,1,0,0,0.0,0,0
00509018000113-2-000190/2023,TSE,2023-05-04,24900.0,61,Serviços,1500000,31.3,DEMAIS,,1,0,60.240964,62,0,0,0.0,0,0
00509018000113-2-000191/2023,TSE,2023-05-10,392.7,365,Serviços,16584288,56.75,DEMAIS,,1,0,42231.44385,8,0,0,0.0,0,0
00509018000113-2-000192/2023,TSE,2023-05-08,6580.0,237,Serviços,50000,32.74,EMPRESA DE PEQUENO PORTE,0,1,0,7.598784,61,0,0,0.0,0,0
00509018000113-2-000193/2023,TSE,2023-05-11,5200.0,234,Serviços,800000,6.0,EMPRESA DE PEQUENO PORTE,1,1,0,153.846154,5,0,0,0.0,0,0
00509018000113-2-000194/2023,TSE,2023-05-11,13957.8,234,Serviços,900000,5.22,MICRO EMPRESA,0,0,0,64.480076,1,0,0,0.0,0,0
00509018000113-2-000195/2023,TSE,2023-05-10,18900.0,235,Serviços,400000,15.51,DEMAIS,0,1,0,21.164021,3,0,0,0.0,0,0
00509018000113-2-000203/2023,TSE,2023-05-11,1300.0,366,Serviços,0,51.66,DEMAIS,,1,0,,20,0,0,0.0,0,0
00509018000113-2-000204/2023,TSE,2023-05-04,41997.0,31,Compras,250000,4.12,MICRO EMPRESA,1,1,0,5.952806,1,0,0,0.0,0,0
00509018000113-2-000205/2023,TSE,2023-05-10,490.0,184,Serviços,15000,2.57,MICRO EMPRESA,1,1,0,30.612245,2,0,0,0.0,0,0
00509018000113-2-000216/2023,TSE,2023-05-10,6845.87,366,Serviços,50000,2.74,MICRO EMPRESA,0,1,0,7.303674,4,0,0,0.0,0,0
00509018000113-2-000007/2023,TSE,2023-01-23,53724.6,365,Serviços,1700000,21.45,DEMAIS,0,1,0,31.64286,21,1,0,0.0,0,0
00509018000113-2-000008/2023,TSE,2023-02-09,20000.0,365,Serviços,5000,17.1,DEMAIS,,1,0,0.25,78,0,0,0.0,0,0
00509018000113-2-000021/2023,TSE,2023-02-28,5600.0,1,Serviços,10500,4.11,MICRO EMPRESA,1,1,0,1.875,2,0,0,0.0,0,0
00509018000113-2-000022/2023,TSE,2023-02-08,1209.6,364,Serviços,0,37.18,DEMAIS,,1,0,,1,0,0,0.0,0,0
00509018000113-2-000023/2023,TSE,2023-02-07,803.52,364,Serviços,533862750,52.24,DEMAIS,,1,0,664405.055257,11,0,0,0.0,0,0
00509018000113-2-000024/2023,TSE,2023-02-08,518.4,364,Serviços,0,47.67,DEMAIS,,1,0,,1,0,0,0.0,0,0
00509018000113-2-000025/2023,TSE,2023-02-07,1074.12,364,Serviços,533862750,52.24,DEMAIS,,1,0,497023.377276,11,0,0,0.0,0,0
00509018000113-2-000026/2023,TSE,2023-02-14,1793.04,364,Serviços,0,15.05,DEMAIS,,1,0,,1,0,0,0.0,0,0
00509018000113-2-000027/2023,TSE,2023-03-01,10250.0,23,Serviços de Engenharia,2500000,11.5,EMPRESA DE PEQUENO PORTE,0,1,0,243.902439,1,0,0,0.0,0,0
00509018000113-2-000093/2023,TSE,2023-03-27,17412.0,731,Serviços,100000,3.98,MICRO EMPRESA,0,0,0,5.743166,3,0,0,0.0,0,0
00509018000113-2-000094/2023,TSE,2023-03-29,29800.0,32,Compras,0,26.73,MICRO EMPRESA,1,1,0,,1,0,0,0.0,0,0
00509018000113-2-000095/2023,TSE,2023-03-29,56624.69,30,Serviços,18000000,31.11,DEMAIS,,1,0,317.882535,1,0,0,0.0,0,0
00509018000113-2-000096/2023,TSE,2023-03-30,6710.0,31,Serviços,2500,15.24,MICRO EMPRESA,1,1,0,0.372578,7,0,0,0.0,0,0
00509018000113-2-000097/2023,TSE,2023-03-31,5912.0,1827,Serviços,3423447.2,29.15,DEMAIS,,1,0,579.067524,203,0,0,0.0,0,0
00509018000113-2-000098/2023,TSE,2023-03-31,3840.0,183,Serviços,0,23.38,DEMAIS,,1,0,,52,0,0,0.0,0,0
00509018000113-2-000099/2023,TSE,2023-03-31,1210.0,366,Compras,250000,3.77,MICRO EMPRESA,0,1,0,206.61157,1,0,0,0.0,0,0
00509018000113-2-000100/2023,TSE,2023-03-29,25599.96,365,Serviços,81633880,28.56,DEMAIS,,1,0,3188.82842,1,0,0,0.0,0,0
00509018000113-2-000101/2023,TSE,2023-04-03,22610.0,30,Compras,20000,24.96,EMPRESA DE PEQUENO PORTE,1,1,0,0.884564,2,0,0,0.0,0,0
00509018000113-2-000119/2023,TSE,2023-04-10,14091.84,365,Serviços,247585140,18.39,DEMAIS,,1,0,17569.397609,30,0,0,0.0,0,0
00509018000113-2-000135/2023,TSE,2023-04-20,23160.0,366,Informática (TIC),5000,17.29,DEMAIS,,1,0,0.215889,78,0,0,0.0,0,0
00509018000113-2-000164/2023,TSE,2023-05-02,19792.0,2,Serviços,8000,16.68,MICRO EMPRESA,1,1,0,0.404204,4,0,0,0.0,0,0
00509018000113-2-000165/2023,TSE,2023-04-20,40000.0,254,Serviços,50000,11.19,MICRO EMPRESA,1,1,0,1.25,11,0,0,0.0,0,0
00509018000113-2-000210/2023,TSE,2023-05-17,1000.0,1827,Serviços,68048456,1.12,DEMAIS,,1,0,68048.456,1,0,0,0.0,0,0
00509018000113-2-000145/2023,TSE,2023-04-27,4400.0,1,Serviços,30000,8.2,MICRO EMPRESA,1,1,0,6.818182,43,0,0,0.0,0,0
00509018000113-2-000172/2023,TSE,2023-05-05,15150.0,731,Compras,93700,5.83,MICRO EMPRESA,0,1,0,6.184818,1,3,0,0.1496,730,1
00509018000113-2-000173/2023,TSE,2023-05-08,4800.0,31,Compras,20000,0.94,MICRO EMPRESA,1,1,0,4.166667,2,0,0,0.0,0,0
00509018000113-2-000174/2023,TSE,2023-05-04,660.0,66,Compras,500000,23.36,EMPRESA DE PEQUENO PORTE,1,1,0,757.575758,3,0,0,0.0,0,0
00509018000113-2-000175/2023,TSE,2023-05-04,2190.6,66,Compras,500000,23.36,EMPRESA DE PEQUENO PORTE,1,1,0,228.247969,3,0,0,0.0,0,0
00509018000113-2-000176/2023,TSE,2023-05-02,18354.0,243,Serviços,50000,3.39,EMPRESA DE PEQUENO PORTE,1,0,0,2.724202,3,0,0,0.0,0,0
00509018000113-2-000196/2023,TSE,2023-05-08,5646.0,184,Serviços,200000,15.61,MICRO EMPRESA,0,1,0,35.423309,63,0,0,0.0,0,0
00509018000113-2-000197/2023,TSE,2023-05-22,11960.0,0,Serviços,60000,12.7,MICRO EMPRESA,1,1,0,5.016722,2,0,0,0.0,0,0
00509018000113-2-000198/2023,TSE,2023-05-09,1590.0,236,Serviços,11000,11.76,DEMAIS,1,1,0,6.918239,36,0,0,0.0,0,0
00509018000113-2-000211/2023,TSE,2023-05-17,12250.0,184,Informática (TIC),0,23.51,DEMAIS,,1,0,,52,0,0,0.0,0,0
00509018000113-2-000213/2023,TSE,2023-05-17,600.3,366,Serviços,30000,28.36,MICRO EMPRESA,,1,0,49.975012,2,0,0,0.0,0,0
00509018000113-2-000214/2023,TSE,2023-05-17,7000.0,184,Serviços,500000,12.31,EMPRESA DE PEQUENO PORTE,1,1,0,71.428571,1,0,0,0.0,0,0
00509018000113-2-000242/2023,TSE,2023-05-25,9000.0,12,Serviços,12000,4.43,DEMAIS,1,1,0,1.333333,2,0,0,0.0,0,0
00509018000113-2-000167/2023,TSE,2023-05-04,3980.0,241,Serviços,610000,9.97,MICRO EMPRESA,1,1,0,153.266332,46,0,0,0.0,0,0
00509018000113-2-000170/2023,TSE,2023-05-02,3656.18,243,Serviços,5000000,10.67,DEMAIS,,1,0,1367.54755,1,0,0,0.0,0,0
00509018000113-2-000171/2023,TSE,2023-05-02,4990.0,243,Serviços,106230,7.38,EMPRESA DE PEQUENO PORTE,0,0,0,21.288577,10,0,0,0.0,0,0
00509018000113-2-000199/2023,TSE,2023-05-09,6600.0,236,Serviços,169112240,20.22,DEMAIS,,1,0,25623.066667,62,0,0,0.0,0,0
00509018000113-2-000200/2023,TSE,2023-05-12,11000.0,60,Serviços,0,35.31,DEMAIS,,1,0,,1,0,0,0.0,0,0
00509018000113-2-000201/2023,TSE,2023-04-12,28973.25,29,Serviços,5000,5.84,MICRO EMPRESA,1,1,0,0.172573,1,0,0,0.0,0,0
