pncp,orgao,assinatura,valor_global,duracao_dias,categoria,capital_social,idade_forn_anos,porte,simples,situacao_ativa,consorcio,razao_capital_valor,n_contratos_forn_dataset,n_aditivos,rescindido,acrescimo_pct,prazo_extra_dias,label_desfecho_adverso
00509018000113-2-000202/2023,TSE,2023-05-11,6050.0,233,Serviços,100000,18.08,MICRO EMPRESA,1,1,0,16.528926,1,0,0,0.0,0,0
00509018000113-2-000206/2023,TSE,2023-05-15,1752.0,16,Compras,125000,1.93,MICRO EMPRESA,0,0,0,71.347032,3,0,0,0.0,0,0
00509018000113-2-000207/2023,TSE,2023-05-05,3000.0,0,Serviços,5000,4.11,MICRO EMPRESA,1,1,0,1.666667,1,0,0,0.0,0,0
00509018000113-2-000208/2023,TSE,2023-05-10,5000.0,0,Serviços,105000,11.31,MICRO EMPRESA,,1,0,21.0,12,0,0,0.0,0,0
00509018000113-2-000209/2023,TSE,2023-05-12,34990.0,233,Serviços,10000,6.65,EMPRESA DE PEQUENO PORTE,1,1,0,0.285796,1,0,0,0.0,0,0
00509018000113-2-000221/2023,TSE,2023-05-19,3290.0,226,Serviços,30000,15.66,EMPRESA DE PEQUENO PORTE,0,1,0,9.118541,90,0,0,0.0,0,0
00509018000113-2-000222/2023,TSE,2023-05-18,49500.0,183,Serviços,10000,12.11,DEMAIS,,1,0,0.20202,3,0,0,0.0,0,0
00509018000113-2-000223/2023,TSE,2023-05-12,8980.0,61,Serviços,205000,14.88,DEMAIS,,1,0,22.828508,33,0,0,0.0,0,0
00509018000113-2-000224/2023,TSE,2023-05-08,19025.0,366,Serviços,3423447.2,29.25,DEMAIS,,1,0,179.944662,203,0,0,0.0,0,0
00509018000113-2-000227/2023,TSE,2023-05-10,14629.86,366,Informática (TIC),1000,10.12,MICRO EMPRESA,1,1,0,0.068353,4,0,0,0.0,0,0
00509018000113-2-000228/2023,TSE,2023-05-22,27456.0,223,Serviços,30000,32.53,EMPRESA DE PEQUENO PORTE,0,1,0,1.092657,63,0,0,0.0,0,0
00509018000113-2-000229/2023,TSE,2023-05-09,1043.87,236,Compras,120000,9.6,EMPRESA DE PEQUENO PORTE,0,1,0,114.956843,1,0,0,0.0,0,0
00509018000113-2-000235/2023,TSE,2023-05-22,6283.0,59,Compras,20000,12.99,MICRO EMPRESA,1,1,0,3.183193,4,0,0,0.0,0,0
00509018000113-2-000236/2023,TSE,2023-05-19,5500.0,366,Serviços,45000,1.35,EMPRESA DE PEQUENO PORTE,1,1,0,8.181818,1,0,0,0.0,0,0
00509018000113-2-000237/2023,TSE,2023-05-19,14345.0,366,Serviços,100000,5.59,MICRO EMPRESA,1,0,0,6.97107,1,0,0,0.0,0,0
00509018000113-2-000238/2023,TSE,2023-05-24,5897.52,184,Serviços,10000,1.54,MICRO EMPRESA,1,1,0,1.695628,8,0,0,0.0,0,0
00509018000113-2-000243/2023,TSE,2023-05-09,771.16,236,Compras,100000,9.92,EMPRESA DE PEQUENO PORTE,1,1,0,129.674776,10,0,0,0.0,0,0
00509018000113-2-000244/2023,TSE,2023-05-09,1847.0,236,Compras,1000,0.52,MICRO EMPRESA,1,1,0,0.541419,3,0,0,0.0,0,0
00509018000113-2-000245/2023,TSE,2023-05-09,3720.0,236,Compras,1000,0.52,MICRO EMPRESA,1,1,0,0.268817,3,0,0,0.0,0,0
00509018000113-2-000246/2023,TSE,2023-05-09,4846.5,236,Compras,10000,0.86,MICRO EMPRESA,1,0,0,2.063345,2,0,0,0.0,0,0
00509018000113-2-000247/2023,TSE,2023-05-09,89.0,236,Compras,20000,1.13,MICRO EMPRESA,1,1,0,224.719101,2,0,0,0.0,0,0
00509018000113-2-000272/2023,TSE,2023-05-31,35701.05,92,Serviços,300000,25.19,DEMAIS,,1,0,8.403114,2,0,0,0.0,0,0
00509018000113-2-000273/2023,TSE,2023-05-29,10000.0,201,Serviços,0,19.84,MICRO EMPRESA,1,1,0,,2,0,0,0.0,0,0
00509018000113-2-000284/2023,TSE,2023-05-31,45846.6,214,Serviços,28864060,38.49,DEMAIS,,1,0,629.579075,61,0,0,0.0,0,0
00509018000113-2-000290/2023,TSE,2023-06-01,85300.0,213,Serviços,5000,16.31,MICRO EMPRESA,1,1,0,0.058617,5,0,0,0.0,0,0
00509018000113-2-000291/2023,TSE,2023-06-05,10530.0,209,Serviços,700000,22.06,DEMAIS,,1,0,66.476733,21,0,0,0.0,0,0
00509018000113-2-000293/2023,TSE,2023-06-01,21053.0,213,Serviços,10000,18.17,EMPRESA DE PEQUENO PORTE,1,1,0,0.474992,33,0,0,0.0,0,0
00509018000113-2-000294/2023,TSE,2023-06-01,300.0,61,Serviços,90000,9.51,MICRO EMPRESA,1,1,0,300.0,2,0,0,0.0,0,0
00509018000113-2-000295/2023,TSE,2023-06-05,250.0,61,Serviços,3000,2.98,MICRO EMPRESA,1,1,0,12.0,1,0,0,0.0,0,0
00509018000113-2-000296/2023,TSE,2023-06-05,216.0,61,Compras,20000,53.24,EMPRESA DE PEQUENO PORTE,0,1,0,92.592593,1,0,0,0.0,0,0
00509018000113-2-000306/2023,TSE,2023-06-06,8876.08,208,Serviços,20000,4.04,EMPRESA DE PEQUENO PORTE,1,1,0,2.253247,4,0,0,0.0,0,0
00509018000113-2-000037/2022,TSE,2022-09-14,196.0,30,Compras,100000,6.49,MICRO EMPRESA,1,1,0,510.204082,1,0,0,0.0,0,0
00509018000113-2-000038/2022,TSE,2022-12-26,21371.0,10,Compras,95400,8.77,EMPRESA DE PEQUENO PORTE,1,1,0,4.463993,1,0,0,0.0,0,0
00509018000113-2-000047/2022,TSE,2022-11-09,4060.0,141,Serviços,70000,0.23,MICRO EMPRESA,1,1,0,17.241379,6,0,0,0.0,0,0
00509018000113-2-000038/2023,TSE,2023-03-07,3590.0,8,Serviços,0,27.62,DEMAIS,,1,0,,16,0,0,0.0,0,0
00509018000113-2-000074/2023,TSE,2023-02-15,500.0,181,Serviços,5000,31.73,MICRO EMPRESA,1,1,0,10.0,1,0,0,0.0,0,0
00509018000113-2-000250/2023,TSE,2023-05-25,591999.6,1827,Informática (TIC),1500000,16.87,DEMAIS,0,1,0,2.533785,7,1,0,0.0,0,0
00509018000113-2-000251/2023,TSE,2023-05-25,1906.0,220,Serviços,88000,6.65,MICRO EMPRESA,1,1,0,46.16999,3,0,0,0.0,0,0
00509018000113-2-000252/2023,TSE,2023-05-25,6980.0,220,Serviços,10000,5.43,MICRO EMPRESA,1,1,0,1.432665,46,0,0,0.0,0,0
00509018000113-2-000253/2023,TSE,2023-05-22,12795.0,365,Serviços,120000,4.15,MICRO EMPRESA,0,1,0,9.378664,3,0,1,0.0,0,1
00509018000113-2-000274/2023,TSE,2023-05-22,4900.0,56,Serviços,0,56.26,DEMAIS,,1,0,,25,0,0,0.0,0,0
00509018000113-2-000285/2023,TSE,2023-06-02,58211.19,366,Informática (TIC),400000,14.87,DEMAIS,0,1,0,6.871531,1,0,0,0.0,0,0
00509018000113-2-000299/2023,TSE,2023-06-05,4050.0,35,Serviços,0,53.43,DEMAIS,,1,0,,1,0,0,0.0,0,0
00509018000113-2-000300/2023,TSE,2023-06-07,3123.92,731,Informática (TIC),250000,0.3,MICRO EMPRESA,0,0,0,80.027658,6,0,0,0.0,0,0
00509018000113-2-000307/2023,TSE,2023-06-06,3358.17,36,Compras,100000,9.85,EMPRESA DE PEQUENO PORTE,0,1,0,29.778123,2,0,0,0.0,0,0
00509018000113-2-000308/2023,TSE,2023-06-06,12132.14,208,Serviços,10000,12.64,EMPRESA DE PEQUENO PORTE,1,1,0,0.824257,1,0,0,0.0,0,0
00509018000113-2-000309/2023,TSE,2023-06-06,350.0,61,Serviços,70000,10.25,MICRO EMPRESA,1,1,0,200.0,1,0,0,0.0,0,0
00509018000113-2-000334/2023,TSE,2023-06-12,14500.0,202,Serviços,5000,16.34,MICRO EMPRESA,1,1,0,0.344828,5,0,0,0.0,0,0
00509018000113-2-000335/2023,TSE,2023-06-06,8000.0,208,Serviços,400000,15.58,DEMAIS,0,1,0,50.0,3,0,0,0.0,0,0
00509018000113-2-000336/2023,TSE,2023-06-13,5000.0,201,Serviços,12000,4.43,MICRO EMPRESA,1,1,0,2.4,21,0,0,0.0,0,0
00509018000113-2-000348/2023,TSE,2023-06-14,7980.0,200,Serviços,0,34.07,DEMAIS,,1,0,,3,0,0,0.0,0,0
00509018000113-2-000002/2023,TSE,2023-01-05,4350.0,119,Compras,6000,1.3,MICRO EMPRESA,0,0,0,1.37931,1,0,0,0.0,0,0
00509018000113-2-000003/2023,TSE,2023-01-09,1066.5,119,Compras,30000,0.39,MICRO EMPRESA,1,1,0,28.129395,2,0,0,0.0,0,0
00509018000113-2-000039/2022,TSE,2023-01-05,33149.0,119,Compras,20000,1.87,MICRO EMPRESA,0,0,0,0.603336,1,0,0,0.0,0,0
00509018000113-2-000040/2022,TSE,2022-12-26,5906.5,182,Compras,100000,5.65,EMPRESA DE PEQUENO PORTE,1,1,0,16.9305,1,0,0,0.0,0,0
00509018000113-2-000041/2022,TSE,2023-01-13,25250.0,364,Serviços,67534360,31.49,DEMAIS,,1,0,2674.628119,20,0,0,0.0,0,0
00509018000113-2-000091/2023,TSE,2023-03-31,6000.75,275,Serviços,30000,0.33,MICRO EMPRESA,1,1,0,4.999375,12,0,0,0.0,0,0
00509018000113-2-000092/2023,TSE,2023-03-29,30886.25,611,Serviços,22836339000,30.93,DEMAIS,,1,0,739369.104375,25,1,0,0.0,365,0
00509018000113-2-000231/2023,TSE,2023-05-22,30000.0,175,Serviços,94000,5.78,MICRO EMPRESA,1,1,0,3.133333,3,0,0,0.0,0,0
00509018000113-2-000232/2023,TSE,2023-05-19,13960.0,223,Serviços,60000,12.69,MICRO EMPRESA,1,1,0,4.297994,2,0,0,0.0,0,0
00509018000113-2-000233/2023,TSE,2023-05-10,18000.0,235,Serviços,,,,,0,0,,0,0,0,0.0,0,0
00509018000113-2-000234/2023,TSE,2023-05-17,803.55,227,Serviços,,,,,0,0,,0,0,0,0.0,0,0
00509018000113-2-000365/2023,TSE,2023-06-14,273.0,194,Serviços,90000,9.54,MICRO EMPRESA,1,1,0,329.67033,2,0,0,0.0,0,0
00509018000113-2-000366/2023,TSE,2023-06-15,220.0,194,Serviços,100000,15.3,EMPRESA DE PEQUENO PORTE,1,1,0,454.545455,1,0,0,0.0,0,0
00509018000113-2-000367/2023,TSE,2023-06-13,15600.0,365,Serviços,800000,6.09,EMPRESA DE PEQUENO PORTE,1,1,0,51.282051,5,0,0,0.0,0,0
00509018000113-2-000368/2023,TSE,2023-06-15,10085.25,122,Serviços,1410000,43.26,DEMAIS,,1,0,139.808136,3,0,0,0.0,0,0
00509018000113-2-000217/2023,TSE,2023-05-16,2968.0,228,Compras,0,25.82,MICRO EMPRESA,1,1,0,,1,0,0,0.0,0,0
00509018000113-2-000218/2023,TSE,2023-05-16,120000.0,228,Serviços,10000,5.42,MICRO EMPRESA,1,1,0,0.083333,1,0,0,0.0,0,0
00509018000113-2-000219/2023,TSE,2023-05-17,16000.0,16,Serviços,70000,17.36,EMPRESA DE PEQUENO PORTE,1,1,0,4.375,57,0,0,0.0,0,0
00509018000113-2-000271/2023,TSE,2023-05-30,87204.0,366,Compras,240000,27.46,EMPRESA DE PEQUENO PORTE,0,1,0,2.752167,2,0,0,0.0,0,0
00509018000113-2-000337/2023,TSE,2023-06-13,13350.0,201,Serviços,104500,18.53,EMPRESA DE PEQUENO PORTE,0,1,0,7.827715,1,0,0,0.0,0,0
00509018000113-2-000338/2023,TSE,2023-06-12,300.0,199,Serviços,50000,18.22,EMPRESA DE PEQUENO PORTE,1,1,0,166.666667,3,0,0,0.0,0,0
00509018000113-2-000339/2023,TSE,2023-06-07,14577.3,202,Serviços,205000,3.97,DEMAIS,,1,0,14.062961,111,0,0,0.0,0,0
00509018000113-2-000340/2023,TSE,2023-06-12,270.0,199,Serviços,50000,38.25,EMPRESA DE PEQUENO PORTE,1,1,0,185.185185,1,0,0,0.0,0,0
00509018000113-2-000341/2023,TSE,2023-06-07,4180.0,202,Serviços,310000,19.58,EMPRESA DE PEQUENO PORTE,1,1,0,74.162679,117,0,0,0.0,0,0
00509018000113-2-000342/2023,TSE,2023-06-14,20500.0,366,Serviços,50000,8.68,MICRO EMPRESA,1,1,0,2.439024,3,1,0,0.0,0,0
00509018000113-2-000343/2023,TSE,2023-06-12,200.0,199,Serviços,30000,22.56,MICRO EMPRESA,1,1,0,150.0,1,0,0,0.0,0,0
00509018000113-2-000344/2023,TSE,2023-06-07,794.0,366,Serviços,1500000,31.39,DEMAIS,,1,0,1889.168766,62,0,0,0.0,0,0
00509018000113-2-000345/2023,TSE,2023-06-12,3498924.01,1096,Mão de Obra,4700000,51.41,DEMAIS,,1,0,1.34327,1,5,0,0.0,365,0
00509018000113-2-000346/2023,TSE,2023-06-14,185.0,60,Serviços,100000,4.68,EMPRESA DE PEQUENO PORTE,0,1,0,540.540541,1,0,0,0.0,0,0
00509018000113-2-000347/2023,TSE,2023-06-13,800.0,61,Serviços,20000,0.5,EMPRESA DE PEQUENO PORTE,1,1,0,25.0,1,0,0,0.0,0,0
00509018000113-2-000349/2023,TSE,2023-06-13,113.0,198,Compras,20000,20.9,MICRO EMPRESA,1,1,0,176.99115,2,0,0,0.0,0,0
00509018000113-2-000350/2023,TSE,2023-06-13,119.9,199,Compras,450000,27.98,DEMAIS,,1,0,3753.127606,1,0,0,0.0,0,0
00509018000113-2-000351/2023,TSE,2023-06-14,894998.16,1096,Mão de Obra,48000000,16.82,DEMAIS,0,1,0,53.631395,3,6,0,0.0,365,0
00509018000113-2-000352/2023,TSE,2023-06-15,50000.0,8,Serviços,107650000,34.39,DEMAIS,,1,0,2153.0,2,0,0,0.0,0,0
00509018000113-2-000353/2023,TSE,2023-06-14,370.0,199,Serviços,100000,4.89,MICRO EMPRESA,0,0,0,270.27027,2,0,0,0.0,0,0
00509018000113-2-000354/2023,TSE,2023-06-14,320.0,197,Serviços,0,25.34,MICRO EMPRESA,1,1,0,,1,0,0,0.0,0,0
00509018000113-2-000355/2023,TSE,2023-06-14,226499.64,214,Serviços de Engenharia,225000,3.5,EMPRESA DE PEQUENO PORTE,0,1,0,0.993379,1,0,0,0.0,0,0
00509018000113-2-000356/2023,TSE,2023-06-14,300.0,198,Serviços,30000,40.03,EMPRESA DE PEQUENO PORTE,1,1,0,100.0,3,0,0,0.0,0,0
00509018000113-2-000357/2023,TSE,2023-06-15,250.0,195,Serviços,10000,6.94,MICRO EMPRESA,1,1,0,40.0,1,0,0,0.0,0,0
00509018000113-2-000358/2023,TSE,2023-06-16,4770.0,198,Serviços,105000,1.76,MICRO EMPRESA,1,1,0,22.012579,3,0,0,0.0,0,0
00509018000113-2-000359/2023,TSE,2023-06-16,4770.0,198,Serviços,105000,1.76,MICRO EMPRESA,1,1,0,22.012579,3,0,0,0.0,0,0
00509018000113-2-000360/2023,TSE,2023-06-09,2888.45,20,Serviços,10000,0.71,EMPRESA DE PEQUENO PORTE,0,1,0,3.462064,4,0,0,0.0,0,0
00509018000113-2-000361/2023,TSE,2023-06-15,105.0,60,Serviços,51000,18.34,EMPRESA DE PEQUENO PORTE,0,1,0,485.714286,2,0,0,0.0,0,0
00509018000113-2-000362/2023,TSE,2023-06-15,160.0,60,Serviços,51000,18.34,EMPRESA DE PEQUENO PORTE,0,1,0,318.75,2,0,0,0.0,0,0
00509018000113-2-000363/2023,TSE,2023-06-14,160.0,199,Serviços,93700,5.69,MICRO EMPRESA,1,1,0,585.625,1,0,0,0.0,0,0
00509018000113-2-000364/2023,TSE,2023-06-15,4995.0,366,Informática (TIC),200000,13.05,EMPRESA DE PEQUENO PORTE,0,1,0,40.04004,5,0,0,0.0,0,0
00509018000113-2-000369/2023,TSE,2023-06-16,2226.79,20,Serviços,1000,3.42,MICRO EMPRESA,0,0,0,0.449077,1,0,0,0.0,0,0
00509018000113-2-000370/2023,TSE,2023-06-15,1450.0,20,Serviços,10000,0.73,EMPRESA DE PEQUENO PORTE,0,1,0,6.896552,4,0,0,0.0,0,0
00509018000113-2-000371/2023,TSE,2023-06-15,120.0,198,Compras,120000,21.25,MICRO EMPRESA,0,1,0,1000.0,1,0,0,0.0,0,0
00509018000113-2-000372/2023,TSE,2023-06-19,129000.0,487,Serviços,30000,14.7,MICRO EMPRESA,0,1,0,0.232558,4,1,1,1.0,280,1
00509018000113-2-000373/2023,TSE,2023-06-16,31680.0,198,Serviços,169112240,20.32,DEMAIS,,1,0,5338.138889,62,0,0,0.0,0,0
00509018000113-2-000374/2023,TSE,2023-04-25,4859.59,52,Serviços,205000,3.85,DEMAIS,,1,0,42.184629,111,0,0,0.0,0,0
00509018000113-2-000375/2023,TSE,2023-06-19,179.9,195,Compras,40000,36.32,EMPRESA DE PEQUENO PORTE,1,1,0,222.345748,1,0,0,0.0,0,0
00509018000113-2-000376/2023,TSE,2023-06-19,214.0,195,Serviços,10000,15.42,MICRO EMPRESA,1,1,0,46.728972,1,0,0,0.0,0,0
00509018000113-2-000377/2023,TSE,2023-06-19,120.0,195,Serviços,70000,22.16,EMPRESA DE PEQUENO PORTE,0,1,0,583.333333,1,0,0,0.0,0,0
00509018000113-2-000378/2023,TSE,2023-06-19,109.9,195,Serviços,25000,2.35,MICRO EMPRESA,1,1,0,227.479527,1,0,0,0.0,0,0
00509018000113-2-000379/2023,TSE,2023-06-02,1320.0,396,Serviços,100000,21.02,DEMAIS,0,1,0,75.757576,8,0,0,0.0,0,0
00509018000113-2-000380/2023,TSE,2023-06-20,112.0,60,Serviços,100000,14.21,MICRO EMPRESA,,1,0,892.857143,1,0,0,0.0,0,0
00509018000113-2-000381/2023,TSE,2023-06-20,125.0,61,Serviços,50000,14.83,EMPRESA DE PEQUENO PORTE,1,1,0,400.0,3,0,0,0.0,0,0
00509018000113-2-000382/2023,TSE,2023-06-20,150.0,61,Compras,50000,14.83,EMPRESA DE PEQUENO PORTE,1,1,0,333.333333,3,0,0,0.0,0,0
00509018000113-2-000383/2023,TSE,2023-06-21,2218843.95,738,Serviços,28864060,38.54,DEMAIS,,1,0,13.008603,61,5,0,36.7043,365,1
00509018000113-2-000384/2023,TSE,2023-06-20,204.0,61,Compras,62500,9.45,MICRO EMPRESA,1,1,0,306.372549,1,0,0,0.0,0,0
00509018000113-2-000385/2023,TSE,2023-06-20,120.0,60,Serviços,0,15.95,MICRO EMPRESA,0,1,0,,1,0,0,0.0,0,0
00509018000113-2-000258/2023,TSE,2023-05-26,6502.0,219,Serviços,3423447.2,29.3,DEMAIS,,1,0,526.522178,203,0,0,0.0,0,0
00509018000113-2-000259/2023,TSE,2023-05-24,40.0,60,Compras,30000,8.94,MICRO EMPRESA,1,1,0,750.0,1,0,0,0.0,0,0
00509018000113-2-000260/2023,TSE,2023-05-24,280.0,60,Compras,1080000,14.83,MICRO EMPRESA,0,1,0,3857.142857,1,0,0,0.0,0,0
00509018000113-2-000261/2023,TSE,2023-05-26,8082.0,219,Serviços,205000,3.93,DEMAIS,,1,0,25.365009,111,0,0,0.0,0,0
00509018000113-2-000280/2023,TSE,2023-05-31,60334635.82,1539,Serviços,344790530,29.13,DEMAIS,,1,0,5.714637,10,0,0,0.0,0,0
00509018000113-2-000281/2023,TSE,2023-05-31,37583.53,365,Serviços,2345043,56.77,DEMAIS,,1,0,62.395496,52,0,0,0.0,0,0
00509018000113-2-000282/2023,TSE,2023-05-31,60334635.82,1461,Serviços,344790530,29.13,DEMAIS,,1,0,5.714637,10,0,0,0.0,0,0
00509018000113-2-000283/2023,TSE,2023-06-01,8540.0,213,Serviços,50000,8.65,MICRO EMPRESA,1,1,0,5.854801,3,0,0,0.0,0,0
00509018000113-2-000054/2022,TSE,2022-06-27,14400.0,365,Informática (TIC),100000,7.68,DEMAIS,,1,0,6.944444,4,2,0,0.0,731,1
00509018000113-2-000055/2022,TSE,2022-06-27,14400.0,365,Serviços,100000,7.68,DEMAIS,,1,0,6.944444,4,1,0,0.0394,366,1
00509018000113-2-000401/2023,TSE,2023-05-31,5000.0,214,Serviços,100000,21.01,DEMAIS,0,1,0,20.0,8,0,0,0.0,0,0
00509018000113-2-000402/2023,TSE,2023-06-23,10000.0,191,Serviços,10000,1.65,MICRO EMPRESA,1,1,0,1.0,1,0,0,0.0,0,0
00509018000113-2-000403/2023,TSE,2023-06-22,11186.0,192,Serviços,30000,32.62,EMPRESA DE PEQUENO PORTE,0,1,0,2.681924,63,0,0,0.0,0,0
00509018000113-2-000418/2023,TSE,2023-06-26,1680.0,188,Serviços,0,38.63,EMPRESA DE PEQUENO PORTE,1,1,0,,3,0,0,0.0,0,0
00509018000113-2-000424/2023,TSE,2023-06-27,710.0,187,Serviços,72400,12.05,MICRO EMPRESA,1,1,0,101.971831,1,0,0,0.0,0,0
00509018000113-2-000425/2023,TSE,2023-06-27,550.0,187,Serviços,25000,5.03,MICRO EMPRESA,1,1,0,45.454545,1,0,0,0.0,0,0
00509018000113-2-000426/2023,TSE,2023-06-27,550.0,187,Serviços,4000,22.56,EMPRESA DE PEQUENO PORTE,1,1,0,7.272727,1,0,0,0.0,0,0
00509018000113-2-000427/2023,TSE,2023-06-27,500.0,0,Serviços,10000,11.82,MICRO EMPRESA,1,1,0,20.0,1,0,0,0.0,0,0
00509018000113-2-000428/2023,TSE,2023-06-27,680.0,187,Serviços,30000,19.81,MICRO EMPRESA,1,1,0,44.117647,1,0,0,0.0,0,0
00509018000113-2-000429/2023,TSE,2023-06-28,4780.0,30,Compras,50000,13.03,EMPRESA DE PEQUENO PORTE,1,1,0,10.460251,2,0,0,0.0,0,0
00509018000113-2-000430/2023,TSE,2023-06-27,400.0,187,Serviços,7000,2.08,MICRO EMPRESA,1,1,0,17.5,1,0,0,0.0,0,0
00509018000113-2-000431/2023,TSE,2023-06-27,189.0,184,Serviços,4000,33.96,EMPRESA DE PEQUENO PORTE,,1,0,21.164021,2,0,0,0.0,0,0
00509018000113-2-000432/2023,TSE,2023-06-22,7709.6,190,Compras,20000,3.62,MICRO EMPRESA,0,1,0,2.594168,1,0,0,0.0,0,0
00509018000113-2-000433/2023,TSE,2023-06-22,4368.52,185,Compras,100000,5.24,EMPRESA DE PEQUENO PORTE,1,1,0,22.891048,6,0,0,0.0,0,0
00509018000113-2-000434/2023,TSE,2023-06-29,9520.0,185,Compras,200000,1.4,MICRO EMPRESA,0,1,0,21.008403,3,0,0,0.0,0,0
00509018000113-2-000441/2023,TSE,2023-06-30,3960.0,184,Serviços,310000,19.64,EMPRESA DE PEQUENO PORTE,1,1,0,78.282828,117,0,0,0.0,0,0
00509018000113-2-000443/2023,TSE,2023-06-27,1798.2,184,Compras,125000,2.05,MICRO EMPRESA,0,0,0,69.513958,3,0,0,0.0,0,0
00509018000113-2-000390/2023,TSE,2023-06-20,67.5,193,Compras,1500000,18.91,DEMAIS,,1,0,22222.222222,1,0,0,0.0,0,0
00509018000113-2-000391/2023,TSE,2023-05-04,5014.0,14,Serviços,3423447.2,29.24,DEMAIS,,1,0,682.777663,203,0,0,0.0,0,0
00509018000113-2-000392/2023,TSE,2023-05-10,1680000.0,1460,Locação Imóveis,3445000,14.4,MICRO EMPRESA,,1,0,2.050595,2,0,0,0.0,0,0
00509018000113-2-000393/2023,TSE,2023-06-20,360.0,191,Serviços,150000,12.99,MICRO EMPRESA,1,1,0,416.666667,3,0,0,0.0,0,0
00509018000113-2-000394/2023,TSE,2023-06-20,140.0,193,Serviços,10000,13.51,MICRO EMPRESA,1,1,0,71.428571,1,0,0,0.0,0,0
00509018000113-2-000395/2023,TSE,2023-06-16,59992.55,195,Serviços,5000,2.83,MICRO EMPRESA,1,1,0,0.083344,1,0,0,0.0,0,0
00509018000113-2-000396/2023,TSE,2023-06-20,140.0,193,Serviços,100000,17.34,EMPRESA DE PEQUENO PORTE,1,1,0,714.285714,3,0,0,0.0,0,0
00509018000113-2-000400/2023,TSE,2023-06-21,23400.0,193,Serviços,100,4.71,MICRO EMPRESA,0,0,0,0.004274,1,0,0,0.0,0,0
00509018000113-2-000413/2023,TSE,2023-06-23,55000.0,366,Informática (TIC),945206,6.21,DEMAIS,,1,0,17.185564,1,0,0,0.0,0,0
00509018000113-2-000414/2023,TSE,2023-05-24,1980.0,221,Serviços,310000,19.54,EMPRESA DE PEQUENO PORTE,1,1,0,156.565657,117,0,0,0.0,0,0
00509018000113-2-000415/2023,TSE,2023-06-26,1680.0,188,Serviços,0,38.63,EMPRESA DE PEQUENO PORTE,1,1,0,,3,0,0,0.0,0,0
00509018000113-2-000416/2023,TSE,2023-06-15,1521.0,199,Serviços,1500000,10.33,DEMAIS,,1,0,986.193294,2,0,0,0.0,0,0
00509018000113-2-000323/2023,TSE,2023-06-05,756.0,30,Compras,7000,1.7,MICRO EMPRESA,1,1,0,9.259259,6,0,0,0.0,0,0
00509018000113-2-000324/2023,TSE,2023-06-05,7376.0,30,Compras,10000,8.92,MICRO EMPRESA,1,1,0,1.355748,3,0,0,0.0,0,0
00509018000113-2-000325/2023,TSE,2023-06-05,2446.8,30,Compras,50000,15.76,EMPRESA DE PEQUENO PORTE,1,1,0,20.434854,8,0,0,0.0,0,0
00509018000113-2-000326/2023,TSE,2023-06-05,1136.0,30,Compras,100000,1.83,MICRO EMPRESA,1,1,0,88.028169,2,0,0,0.0,0,0
00509018000113-2-000327/2023,TSE,2023-06-12,8280.0,10,Serviços,0,42.21,DEMAIS,,1,0,,10,0,0,0.0,0,0
00509018000113-2-000328/2023,TSE,2023-06-05,714.0,30,Compras,25000,4.06,EMPRESA DE PEQUENO PORTE,0,0,0,35.014006,6,0,0,0.0,0,0
00509018000113-2-000329/2023,TSE,2023-06-05,983.49,30,Compras,80000,0.59,MICRO EMPRESA,1,1,0,81.342972,2,0,0,0.0,0,0
00509018000113-2-000330/2023,TSE,2023-06-09,950.0,20,Compras,80000,7.98,MICRO EMPRESA,1,1,0,84.210526,1,0,0,0.0,0,0
00509018000113-2-000331/2023,TSE,2023-06-05,1999.96,30,Compras,104500,4.16,EMPRESA DE PEQUENO PORTE,1,1,0,52.251045,12,0,0,0.0,0,0
00509018000113-2-000332/2023,TSE,2023-06-12,478.0,365,Compras,63660000,103.18,DEMAIS,,1,0,133179.916318,8,0,0,0.0,0,0
00509018000113-2-000333/2023,TSE,2023-06-12,27375.0,201,Serviços,50000,32.84,EMPRESA DE PEQUENO PORTE,0,1,0,1.826484,61,0,0,0.0,0,0
00509018000113-2-000397/2023,TSE,2023-06-21,200.0,61,Compras,20000,1.93,MICRO EMPRESA,1,1,0,100.0,1,0,0,0.0,0,0
00509018000113-2-000398/2023,TSE,2023-06-21,120.0,60,Serviços,50000,1.28,MICRO EMPRESA,1,1,0,416.666667,2,0,0,0.0,0,0
00509018000113-2-000399/2023,TSE,2023-06-21,200.0,60,Compras,50000,1.28,MICRO EMPRESA,1,1,0,250.0,2,0,0,0.0,0,0
00509018000113-2-000417/2023,TSE,2023-06-23,6600.0,191,Serviços,0,20.46,DEMAIS,,1,0,,23,0,0,0.0,0,0
00509018000113-2-000419/2023,TSE,2023-06-27,1680.0,366,Serviços,0,38.63,EMPRESA DE PEQUENO PORTE,1,1,0,,3,3,0,0.0,1095,1
00509018000113-2-000420/2023,TSE,2023-06-22,720.0,192,Serviços,800000,26.17,EMPRESA DE PEQUENO PORTE,1,1,0,1111.111111,1,0,0,0.0,0,0
00509018000113-2-000421/2023,TSE,2023-05-26,5180.0,91,Serviços,225000,17.42,DEMAIS,,1,0,43.436293,21,0,0,0.0,0,0
00509018000113-2-000435/2023,TSE,2023-06-22,3822.92,191,Compras,30000,3.15,EMPRESA DE PEQUENO PORTE,1,1,0,7.847405,1,0,0,0.0,0,0
